Level,Div Num,Div Name,Subject,Subgroup,2015-2016 Pass Rate,2016-2017 Pass Rate,2017-2018 Pass Rate, 
Div,25,Cumberland County,Mathematics,Black,69,64,63, 
Div,25,Cumberland County,Science,Black,70,67,75, 
Div,25,Cumberland County,English: Reading,Economically Disadvantaged,62,67,69, 
Div,25,Cumberland County,English: Writing,Economically Disadvantaged,62,63,64, 
Div,25,Cumberland County,History and Social Sciences,Economically Disadvantaged,77,85,79, 
Div,25,Cumberland County,Mathematics,Economically Disadvantaged,69,65,65, 
Div,25,Cumberland County,Science,Economically Disadvantaged,70,67,74, 
Div,25,Cumberland County,English: Reading,English Learners,42,65,50, 
Div,25,Cumberland County,English: Writing,English Learners,<,<,<, 
Div,25,Cumberland County,History and Social Sciences,English Learners,<,77,<, 
Div,25,Cumberland County,Mathematics,English Learners,52,70,63, 
Div,25,Cumberland County,Science,English Learners,<,58,70, 
Div,25,Cumberland County,English: Reading,Female,78,76,78, 
Div,25,Cumberland County,English: Writing,Female,79,77,77, 
Div,25,Cumberland County,History and Social Sciences,Female,84,88,83, 
Div,25,Cumberland County,Mathematics,Female,78,75,72, 
Div,25,Cumberland County,Science,Female,81,70,79, 
Div,25,Cumberland County,English: Reading,Hispanic,68,70,71, 
Div,25,Cumberland County,English: Writing,Hispanic,<,44,<, 
Div,25,Cumberland County,History and Social Sciences,Hispanic,80,88,86, 
Div,25,Cumberland County,Mathematics,Hispanic,71,77,71, 
Div,25,Cumberland County,Science,Hispanic,72,71,86, 
Div,25,Cumberland County,English: Reading,Male,61,66,69, 
Div,25,Cumberland County,English: Writing,Male,60,58,58, 
Div,25,Cumberland County,History and Social Sciences,Male,78,86,78, 
Div,25,Cumberland County,Mathematics,Male,68,66,64, 
Div,25,Cumberland County,Science,Male,71,75,77, 
Div,25,Cumberland County,English: Reading,Students with Disabilities,33,33,40, 
Div,25,Cumberland County,English: Writing,Students with Disabilities,33,30,50, 
Div,25,Cumberland County,History and Social Sciences,Students with Disabilities,43,60,63, 
Div,25,Cumberland County,Mathematics,Students with Disabilities,41,39,43, 
Div,25,Cumberland County,Science,Students with Disabilities,47,49,54, 
Div,25,Cumberland County,English: Reading,White,77,78,79, 
Div,25,Cumberland County,English: Writing,White,73,71,72, 
Div,25,Cumberland County,History and Social Sciences,White,84,89,84, 
Div,25,Cumberland County,Mathematics,White,77,76,72, 
Div,25,Cumberland County,Science,White,81,77,80, 
Div,108,Danville City,English: Reading,All Students,64,58,56, 
Div,108,Danville City,English: Writing,All Students,64,64,61, 
Div,108,Danville City,History and Social Sciences,All Students,73,69,64, 
Div,108,Danville City,Mathematics,All Students,63,54,48, 
Div,108,Danville City,Science,All Students,68,60,60, 
Div,108,Danville City,English: Reading,Asian,76,79,72, 
Div,108,Danville City,English: Writing,Asian,<,87,75, 
Div,108,Danville City,History and Social Sciences,Asian,79,90,87, 
Div,108,Danville City,Mathematics,Asian,86,80,78, 
Div,108,Danville City,Science,Asian,80,91,79, 
Div,108,Danville City,English: Reading,Black,57,52,50, 
Div,108,Danville City,English: Writing,Black,56,57,54, 
Div,108,Danville City,History and Social Sciences,Black,66,62,57, 
Div,108,Danville City,Mathematics,Black,57,47,41, 
Div,108,Danville City,Science,Black,58,50,52, 
Div,108,Danville City,English: Reading,Economically Disadvantaged,56,51,49, 
Div,108,Danville City,English: Writing,Economically Disadvantaged,55,52,54, 
Div,108,Danville City,History and Social Sciences,Economically Disadvantaged,67,60,56, 
Div,108,Danville City,Mathematics,Economically Disadvantaged,55,47,42, 
Div,108,Danville City,Science,Economically Disadvantaged,58,51,52, 
Div,108,Danville City,English: Reading,English Learners,68,67,61, 
Div,108,Danville City,English: Writing,English Learners,44,50,49, 
Div,108,Danville City,History and Social Sciences,English Learners,70,71,72, 
Div,108,Danville City,Mathematics,English Learners,72,67,59, 
Div,108,Danville City,Science,English Learners,67,62,64, 
Div,108,Danville City,English: Reading,Female,68,62,60, 
Div,108,Danville City,English: Writing,Female,70,69,65, 
Div,108,Danville City,History and Social Sciences,Female,72,69,65, 
Div,108,Danville City,Mathematics,Female,66,57,52, 
Div,108,Danville City,Science,Female,68,60,60, 
Div,108,Danville City,English: Reading,Hispanic,77,69,62, 
Div,108,Danville City,English: Writing,Hispanic,81,63,68, 
Div,108,Danville City,History and Social Sciences,Hispanic,83,82,75, 
Div,108,Danville City,Mathematics,Hispanic,75,68,56, 
Div,108,Danville City,Science,Hispanic,80,69,77, 
Div,108,Danville City,English: Reading,Male,60,55,53, 
Div,108,Danville City,English: Writing,Male,58,58,56, 
Div,108,Danville City,History and Social Sciences,Male,73,70,62, 
Div,108,Danville City,Mathematics,Male,59,50,44, 
Div,108,Danville City,Science,Male,69,60,61, 
Div,108,Danville City,English: Reading,Students with Disabilities,30,29,28, 
Div,108,Danville City,English: Writing,Students with Disabilities,37,35,31, 
Div,108,Danville City,History and Social Sciences,Students with Disabilities,46,39,34, 
Div,108,Danville City,Mathematics,Students with Disabilities,32,26,29, 
Div,108,Danville City,Science,Students with Disabilities,39,30,28, 
Div,108,Danville City,English: Reading,White,81,74,74, 
Div,108,Danville City,English: Writing,White,81,84,81, 
Div,108,Danville City,History and Social Sciences,White,86,86,80, 
Div,108,Danville City,Mathematics,White,76,70,67, 
Div,108,Danville City,Science,White,90,83,82, 
Div,26,Dickenson County,English: Reading,All Students,78,80,81, 
Div,26,Dickenson County,English: Writing,All Students,74,84,81, 
Div,26,Dickenson County,History and Social Sciences,All Students,88,89,88, 
Div,26,Dickenson County,Mathematics,All Students,77,82,83, 
Div,26,Dickenson County,Science,All Students,89,90,87, 
Div,26,Dickenson County,English: Reading,Asian,<,<,<, 
Div,26,Dickenson County,English: Writing,Asian,-,,<, 
Div,26,Dickenson County,History and Social Sciences,Asian,-,<,<, 
Div,26,Dickenson County,Mathematics,Asian,<,<,<, 
Div,26,Dickenson County,Science,Asian,<,-,<, 
Div,26,Dickenson County,English: Reading,Black,<,64,80, 
Div,26,Dickenson County,English: Writing,Black,<,<,<, 
Div,26,Dickenson County,History and Social Sciences,Black,<,<,<, 
Div,26,Dickenson County,Mathematics,Black,60,64,82, 
Div,26,Dickenson County,Science,Black,<,<,<, 
Div,26,Dickenson County,English: Reading,Economically Disadvantaged,71,77,77, 
Div,26,Dickenson County,English: Writing,Economically Disadvantaged,65,81,76, 
Div,26,Dickenson County,History and Social Sciences,Economically Disadvantaged,83,85,84, 
Div,26,Dickenson County,Mathematics,Economically Disadvantaged,73,80,78, 
Div,26,Dickenson County,Science,Economically Disadvantaged,85,87,82, 
Div,26,Dickenson County,English: Reading,English Learners,<,<,<, 
Div,26,Dickenson County,English: Writing,English Learners,-,,<, 
Div,26,Dickenson County,History and Social Sciences,English Learners,-,<,-,
Div,26,Dickenson County,Mathematics,English Learners,<,<,<, 
Div,26,Dickenson County,Science,English Learners,-,,<, 
Div,26,Dickenson County,English: Reading,Female,82,84,84, 
Div,26,Dickenson County,English: Writing,Female,83,88,90, 
Div,26,Dickenson County,History and Social Sciences,Female,87,91,89, 
Div,26,Dickenson County,Mathematics,Female,82,86,86, 
Div,26,Dickenson County,Science,Female,90,90,90, 
Div,26,Dickenson County,English: Reading,Hispanic,<,<,<, 
Div,26,Dickenson County,English: Writing,Hispanic,<,<,<, 
Div,26,Dickenson County,History and Social Sciences,Hispanic,<,<,<, 
Div,26,Dickenson County,Mathematics,Hispanic,<,<,<, 
Div,26,Dickenson County,Science,Hispanic,<,<,<, 
Div,26,Dickenson County,English: Reading,Male,74,77,79, 
Div,26,Dickenson County,English: Writing,Male,65,80,74, 
Div,26,Dickenson County,History and Social Sciences,Male,88,87,88, 
Div,26,Dickenson County,Mathematics,Male,73,79,81, 
Div,26,Dickenson County,Science,Male,88,89,84, 
Div,26,Dickenson County,English: Reading,Students with Disabilities,43,49,58, 
Div,26,Dickenson County,English: Writing,Students with Disabilities,13,51,50, 
Div,26,Dickenson County,History and Social Sciences,Students with Disabilities,63,66,59, 
Div,26,Dickenson County,Mathematics,Students with Disabilities,42,55,58, 
Div,26,Dickenson County,Science,Students with Disabilities,62,64,58, 
Div,26,Dickenson County,English: Reading,White,78,80,81, 
Div,26,Dickenson County,English: Writing,White,74,84,82, 
Div,26,Dickenson County,History and Social Sciences,White,88,89,88, 
Div,26,Dickenson County,Mathematics,White,77,82,83, 
Div,26,Dickenson County,Science,White,89,90,87, 
Div,27,Dinwiddie County,English: Reading,All Students,75,78,79, 
Div,27,Dinwiddie County,English: Writing,All Students,73,79,71, 
Div,27,Dinwiddie County,History and Social Sciences,All Students,83,84,80, 
Div,27,Dinwiddie County,Mathematics,All Students,76,78,76, 
Div,27,Dinwiddie County,Science,All Students,78,75,74, 
Div,27,Dinwiddie County,English: Reading,Asian,<,<,<, 
Div,27,Dinwiddie County,English: Writing,Asian,<,<,<, 
Div,27,Dinwiddie County,History and Social Sciences,Asian,<,<,<, 
Div,27,Dinwiddie County,Mathematics,Asian,73,<,<, 
Div,27,Dinwiddie County,Science,Asian,<,<,<, 
Div,27,Dinwiddie County,English: Reading,Black,66,71,73, 
Div,27,Dinwiddie County,English: Writing,Black,64,73,68, 
Div,27,Dinwiddie County,History and Social Sciences,Black,78,76,73, 
Div,27,Dinwiddie County,Mathematics,Black,68,71,68, 
Div,27,Dinwiddie County,Science,Black,65,65,64, 
Div,27,Dinwiddie County,English: Reading,Economically Disadvantaged,70,73,75, 
Div,27,Dinwiddie County,English: Writing,Economically Disadvantaged,64,74,62, 
Div,27,Dinwiddie County,History and Social Sciences,Economically Disadvantaged,77,78,74, 
Div,27,Dinwiddie County,Mathematics,Economically Disadvantaged,71,73,72, 
Div,27,Dinwiddie County,Science,Economically Disadvantaged,68,66,66, 
Div,27,Dinwiddie County,English: Reading,English Learners,60,70,<, 
Div,27,Dinwiddie County,History and Social Sciences,English Learners,<,<,<, 
Div,27,Dinwiddie County,Mathematics,English Learners,79,70,50, 
Div,27,Dinwiddie County,Science,English Learners,<,<,<, 
Div,27,Dinwiddie County,English: Reading,Female,80,82,83, 
Div,27,Dinwiddie County,English: Writing,Female,81,84,79, 
Div,27,Dinwiddie County,History and Social Sciences,Female,83,84,78, 
Div,27,Dinwiddie County,Mathematics,Female,79,80,79, 
Div,27,Dinwiddie County,Science,Female,79,76,75, 
Div,27,Dinwiddie County,English: Reading,Hispanic,69,72,76, 
Div,27,Dinwiddie County,English: Writing,Hispanic,71,80,62, 
Div,27,Dinwiddie County,History and Social Sciences,Hispanic,86,90,74, 
Div,27,Dinwiddie County,Mathematics,Hispanic,80,79,78, 
Div,27,Dinwiddie County,Science,Hispanic,81,76,68, 
Div,27,Dinwiddie County,English: Reading,Male,71,75,75, 
Div,27,Dinwiddie County,English: Writing,Male,65,73,64, 
Div,27,Dinwiddie County,History and Social Sciences,Male,83,84,82, 
Div,27,Dinwiddie County,Mathematics,Male,73,75,73, 
Div,27,Dinwiddie County,Science,Male,77,74,72, 
Div,27,Dinwiddie County,English: Reading,Students with Disabilities,39,48,52, 
Div,27,Dinwiddie County,English: Writing,Students with Disabilities,35,41,39, 
Div,27,Dinwiddie County,History and Social Sciences,Students with Disabilities,57,65,57, 
Div,27,Dinwiddie County,Mathematics,Students with Disabilities,48,55,58, 
Div,27,Dinwiddie County,Science,Students with Disabilities,51,47,50, 
Div,27,Dinwiddie County,English: Reading,White,82,82,83, 
Div,27,Dinwiddie County,English: Writing,White,79,82,73, 
Div,27,Dinwiddie County,History and Social Sciences,White,86,88,84, 
Div,27,Dinwiddie County,Mathematics,White,80,81,80, 
Div,27,Dinwiddie County,Science,White,85,81,80, 
Div,28,Essex County,English: Reading,All Students,72,71,68, 
Div,28,Essex County,English: Writing,All Students,71,65,58, 
Div,28,Essex County,History and Social Sciences,All Students,72,70,63, 
Div,28,Essex County,Mathematics,All Students,65,68,58, 
Div,28,Essex County,Science,All Students,67,66,59, 
Div,28,Essex County,English: Reading,Asian,<,<,<, 
Div,28,Essex County,English: Writing,Asian,<,<,<, 
Div,28,Essex County,History and Social Sciences,Asian,<,<,<, 
Div,28,Essex County,Mathematics,Asian,100,77,50, 
Div,28,Essex County,Science,Asian,<,<,<, 
Div,28,Essex County,English: Reading,Black,67,65,64, 
Div,28,Essex County,English: Writing,Black,59,55,49, 
Div,28,Essex County,History and Social Sciences,Black,68,61,53, 
Div,28,Essex County,Mathematics,Black,61,61,52, 
Div,28,Essex County,Science,Black,60,57,47, 
Div,28,Essex County,English: Reading,Economically Disadvantaged,67,66,65, 
Div,28,Essex County,English: Writing,Economically Disadvantaged,66,54,51, 
Div,28,Essex County,History and Social Sciences,Economically Disadvantaged,69,61,53, 
Div,28,Essex County,Mathematics,Economically Disadvantaged,59,63,52, 
Div,28,Essex County,Science,Economically Disadvantaged,62,57,50, 
Div,28,Essex County,English: Reading,English Learners,56,55,59, 
Div,28,Essex County,English: Writing,English Learners,<,<,<, 
Div,28,Essex County,History and Social Sciences,English Learners,<,<,29, 
Div,28,Essex County,Mathematics,English Learners,68,68,59, 
Div,28,Essex County,Science,English Learners,50,33,23, 
Div,28,Essex County,English: Reading,Female,74,74,72, 
Div,28,Essex County,English: Writing,Female,75,73,65, 
Div,28,Essex County,History and Social Sciences,Female,71,69,60, 
Div,28,Essex County,Mathematics,Female,66,72,63, 
Div,28,Essex County,Science,Female,67,65,58, 
Div,28,Essex County,English: Reading,Hispanic,64,75,79, 
Div,28,Essex County,English: Writing,Hispanic,<,77,71, 
Div,28,Essex County,History and Social Sciences,Hispanic,<,79,64, 
Div,28,Essex County,Mathematics,Hispanic,55,80,66, 
Div,28,Essex County,Science,Hispanic,55,61,58, 
Div,28,Essex County,English: Reading,Male,71,69,65, 
Div,28,Essex County,English: Writing,Male,69,57,51, 
Div,28,Essex County,History and Social Sciences,Male,74,70,65, 
Div,28,Essex County,Mathematics,Male,64,65,53, 
Div,28,Essex County,Science,Male,68,68,60, 
Div,28,Essex County,English: Reading,Students with Disabilities,28,33,34, 
Div,28,Essex County,English: Writing,Students with Disabilities,29,26,22, 
Div,28,Essex County,History and Social Sciences,Students with Disabilities,52,33,29, 
Div,28,Essex County,Mathematics,Students with Disabilities,29,27,29, 
Div,28,Essex County,Science,Students with Disabilities,35,28,22, 
Div,28,Essex County,English: Reading,White,82,80,74, 
Div,28,Essex County,English: Writing,White,83,83,68, 
Div,28,Essex County,History and Social Sciences,White,77,84,75, 
Div,28,Essex County,Mathematics,White,71,77,67, 
Div,28,Essex County,Science,White,80,86,78, 
Div,29,Fairfax County,English: Reading,All Students,85,84,81, 
Div,29,Fairfax County,English: Writing,All Students,86,86,85, 
Div,29,Fairfax County,History and Social Sciences,All Students,90,90,88, 
Div,29,Fairfax County,Mathematics,All Students,83,83,81, 
Div,29,Fairfax County,Science,All Students,86,85,84, 
Div,29,Fairfax County,English: Reading,Asian,92,92,90, 
Div,29,Fairfax County,English: Writing,Asian,92,93,93, 
Div,29,Fairfax County,History and Social Sciences,Asian,96,96,95, 
Div,29,Fairfax County,Mathematics,Asian,93,93,92, 
Div,29,Fairfax County,Science,Asian,94,93,93, 
Div,29,Fairfax County,English: Reading,Black,73,73,72, 
Div,29,Fairfax County,English: Writing,Black,73,74,73, 
Div,29,Fairfax County,History and Social Sciences,Black,81,81,79, 
Div,29,Fairfax County,Mathematics,Black,71,71,69, 
Div,29,Fairfax County,Science,Black,74,74,72, 
Div,29,Fairfax County,English: Reading,Economically Disadvantaged,68,66,61, 
Div,29,Fairfax County,English: Writing,Economically Disadvantaged,67,68,70, 
Div,29,Fairfax County,History and Social Sciences,Economically Disadvantaged,76,78,74, 
Div,29,Fairfax County,Mathematics,Economically Disadvantaged,67,66,64, 
Div,29,Fairfax County,Science,Economically Disadvantaged,67,66,66, 
Div,29,Fairfax County,English: Reading,English Learners,64,68,59, 
Div,29,Fairfax County,English: Writing,English Learners,51,57,58, 
Div,29,Fairfax County,History and Social Sciences,English Learners,70,74,69, 
Div,29,Fairfax County,Mathematics,English Learners,65,68,65, 
Div,29,Fairfax County,Science,English Learners,59,60,59, 
Div,29,Fairfax County,English: Reading,Female,87,86,84, 
Div,29,Fairfax County,English: Writing,Female,89,89,88, 
Div,29,Fairfax County,History and Social Sciences,Female,89,90,88, 
Div,29,Fairfax County,Mathematics,Female,85,84,82, 
Div,29,Fairfax County,Science,Female,86,85,85, 
Div,29,Fairfax County,English: Reading,Hispanic,70,69,62, 
Div,29,Fairfax County,English: Writing,Hispanic,70,69,71, 
Div,29,Fairfax County,History and Social Sciences,Hispanic,78,79,75, 
Div,29,Fairfax County,Mathematics,Hispanic,68,67,65, 
Div,29,Fairfax County,Science,Hispanic,68,67,67, 
Div,29,Fairfax County,English: Reading,Male,83,83,79, 
Div,29,Fairfax County,English: Writing,Male,83,83,82, 
Div,29,Fairfax County,History and Social Sciences,Male,91,91,88, 
Div,29,Fairfax County,Mathematics,Male,82,82,80, 
Div,29,Fairfax County,Science,Male,85,85,83, 
Div,29,Fairfax County,English: Reading,Students with Disabilities,58,59,55, 
Div,29,Fairfax County,English: Writing,Students with Disabilities,52,55,57, 
Div,29,Fairfax County,History and Social Sciences,Students with Disabilities,68,69,65, 
Div,29,Fairfax County,Mathematics,Students with Disabilities,56,55,54, 
Div,29,Fairfax County,Science,Students with Disabilities,58,58,56, 
Div,29,Fairfax County,English: Reading,White,92,92,91, 
Div,29,Fairfax County,English: Writing,White,93,93,92, 
Div,29,Fairfax County,History and Social Sciences,White,95,95,94, 
Div,29,Fairfax County,Mathematics,White,91,91,89, 
Div,29,Fairfax County,Science,White,93,93,92, 
Div,109,Falls Church City,English: Reading,All Students,92,93,92, 
Div,109,Falls Church City,English: Writing,All Students,91,94,92, 
Div,109,Falls Church City,History and Social Sciences,All Students,95,96,95, 
Div,109,Falls Church City,Mathematics,All Students,88,88,87, 
Div,109,Falls Church City,Science,All Students,92,89,90, 
Div,109,Falls Church City,English: Reading,Asian,94,93,90, 
Div,109,Falls Church City,English: Writing,Asian,93,93,87, 
Div,109,Falls Church City,History and Social Sciences,Asian,94,98,95, 
Div,109,Falls Church City,Mathematics,Asian,91,92,85, 
Div,109,Falls Church City,Science,Asian,94,86,93, 
Div,109,Falls Church City,English: Reading,Black,81,85,84, 
Div,109,Falls Church City,English: Writing,Black,73,88,81, 
Div,109,Falls Church City,History and Social Sciences,Black,76,95,90, 
Div,109,Falls Church City,Mathematics,Black,75,77,76, 
Div,109,Falls Church City,Science,Black,74,74,76, 
Div,109,Falls Church City,English: Reading,Economically Disadvantaged,64,64,67, 
Div,109,Falls Church City,English: Writing,Economically Disadvantaged,65,67,72, 
Div,109,Falls Church City,History and Social Sciences,Economically Disadvantaged,81,73,81, 
Div,109,Falls Church City,Mathematics,Economically Disadvantaged,69,56,57, 
Div,109,Falls Church City,Science,Economically Disadvantaged,70,58,54, 
Div,109,Falls Church City,English: Reading,English Learners,65,71,69, 
Div,109,Falls Church City,English: Writing,English Learners,57,80,85, 
Div,109,Falls Church City,History and Social Sciences,English Learners,75,75,85, 
Div,109,Falls Church City,Mathematics,English Learners,61,68,64, 
Div,109,Falls Church City,Science,English Learners,57,57,57, 
Div,109,Falls Church City,English: Reading,Female,95,95,94, 
Div,109,Falls Church City,English: Writing,Female,93,99,96, 
Div,109,Falls Church City,History and Social Sciences,Female,95,96,95, 
Div,109,Falls Church City,Mathematics,Female,89,90,87, 
Div,109,Falls Church City,Science,Female,93,91,89, 
Div,109,Falls Church City,English: Reading,Hispanic,77,78,80, 
Div,109,Falls Church City,English: Writing,Hispanic,78,88,75, 
Div,109,Falls Church City,History and Social Sciences,Hispanic,88,86,85, 
Div,109,Falls Church City,Mathematics,Hispanic,73,69,70, 
Div,109,Falls Church City,Science,Hispanic,79,75,73, 
Div,109,Falls Church City,English: Reading,Male,90,91,91, 
Div,109,Falls Church City,English: Writing,Male,89,91,88, 
Div,109,Falls Church City,History and Social Sciences,Male,95,96,94, 
Div,109,Falls Church City,Mathematics,Male,88,86,87, 
Div,109,Falls Church City,Science,Male,91,88,90, 
Div,109,Falls Church City,English: Reading,Students with Disabilities,66,68,69, 
Div,109,Falls Church City,English: Writing,Students with Disabilities,64,68,67, 
Div,109,Falls Church City,History and Social Sciences,Students with Disabilities,79,83,82, 
Div,109,Falls Church City,Mathematics,Students with Disabilities,60,59,61, 
Div,109,Falls Church City,Science,Students with Disabilities,72,67,64, 
Div,109,Falls Church City,English: Reading,White,95,95,96, 
Div,109,Falls Church City,English: Writing,White,94,96,96, 
Div,109,Falls Church City,History and Social Sciences,White,97,97,97, 
Div,109,Falls Church City,Mathematics,White,91,92,92, 
Div,109,Falls Church City,Science,White,95,93,94, 
Div,30,Fauquier County,English: Reading,All Students,80,80,80, 
Div,30,Fauquier County,English: Writing,All Students,82,79,79, 
Div,30,Fauquier County,History and Social Sciences,All Students,87,85,83, 
Div,30,Fauquier County,Mathematics,All Students,80,78,75, 
Div,30,Fauquier County,Science,All Students,87,85,82, 
Div,30,Fauquier County,English: Reading,Asian,90,88,85, 
Div,30,Fauquier County,English: Writing,Asian,80,90,92, 
Div,30,Fauquier County,History and Social Sciences,Asian,94,94,95, 
Div,30,Fauquier County,Mathematics,Asian,89,93,92, 
Div,30,Fauquier County,Science,Asian,93,92,97, 
Div,30,Fauquier County,English: Reading,Black,58,64,63, 
Div,30,Fauquier County,English: Writing,Black,65,65,66, 
Div,30,Fauquier County,History and Social Sciences,Black,74,68,64, 
Div,30,Fauquier County,Mathematics,Black,62,60,55, 
Div,30,Fauquier County,Science,Black,71,65,63, 
Div,30,Fauquier County,English: Reading,Economically Disadvantaged,62,64,64, 
Div,30,Fauquier County,English: Writing,Economically Disadvantaged,59,59,57, 
Div,30,Fauquier County,History and Social Sciences,Economically Disadvantaged,73,66,67, 
Div,30,Fauquier County,Mathematics,Economically Disadvantaged,66,63,61, 
Div,30,Fauquier County,Science,Economically Disadvantaged,72,65,65, 
Div,30,Fauquier County,English: Reading,English Learners,58,61,57, 
Div,30,Fauquier County,English: Writing,English Learners,42,42,37, 
Div,30,Fauquier County,History and Social Sciences,English Learners,68,67,67, 
Div,30,Fauquier County,Mathematics,English Learners,65,64,62, 
Div,30,Fauquier County,Science,English Learners,56,48,55, 
Div,30,Fauquier County,English: Reading,Female,83,83,83, 
Div,30,Fauquier County,English: Writing,Female,87,85,85, 
Div,30,Fauquier County,History and Social Sciences,Female,86,85,81, 
Div,30,Fauquier County,Mathematics,Female,82,79,77, 
Div,30,Fauquier County,Science,Female,87,84,83, 
Div,30,Fauquier County,English: Reading,Hispanic,71,72,67, 
Div,30,Fauquier County,English: Writing,Hispanic,77,76,63, 
Div,30,Fauquier County,History and Social Sciences,Hispanic,82,78,77, 
Div,30,Fauquier County,Mathematics,Hispanic,76,71,68, 
Div,30,Fauquier County,Science,Hispanic,80,71,70, 
Div,30,Fauquier County,English: Reading,Male,77,77,76, 
Div,30,Fauquier County,English: Writing,Male,78,74,73, 
Div,30,Fauquier County,History and Social Sciences,Male,88,85,84, 
Div,30,Fauquier County,Mathematics,Male,78,76,73, 
Div,30,Fauquier County,Science,Male,87,85,81, 
Div,30,Fauquier County,English: Reading,Students with Disabilities,39,42,46, 
Div,30,Fauquier County,English: Writing,Students with Disabilities,42,38,44, 
Div,30,Fauquier County,History and Social Sciences,Students with Disabilities,59,54,57, 
Div,30,Fauquier County,Mathematics,Students with Disabilities,44,43,42, 
Div,30,Fauquier County,Science,Students with Disabilities,57,54,50, 
Div,30,Fauquier County,English: Reading,White,84,83,84, 
Div,30,Fauquier County,English: Writing,White,85,82,83, 
Div,30,Fauquier County,History and Social Sciences,White,89,88,86, 
Div,30,Fauquier County,Mathematics,White,83,81,79, 
Div,30,Fauquier County,Science,White,90,89,86, 
Div,31,Floyd County,English: Reading,All Students,79,80,78, 
Div,31,Floyd County,English: Writing,All Students,72,74,65, 
Div,31,Floyd County,History and Social Sciences,All Students,82,83,89, 
Div,31,Floyd County,Mathematics,All Students,82,83,77, 
Div,31,Floyd County,Science,All Students,81,77,79, 
Div,31,Floyd County,English: Reading,Asian,<,<,<, 
Div,31,Floyd County,English: Writing,Asian,-,,<, 
Div,31,Floyd County,History and Social Sciences,Asian,-,<,<, 
Div,31,Floyd County,Mathematics,Asian,<,<,<, 
Div,31,Floyd County,Science,Asian,<,<,<, 
Div,31,Floyd County,English: Reading,Black,53,58,53, 
Div,31,Floyd County,English: Writing,Black,<,<,<, 
Div,31,Floyd County,History and Social Sciences,Black,80,82,73, 
Div,31,Floyd County,Mathematics,Black,75,63,62, 
Div,31,Floyd County,Science,Black,64,50,64, 
Div,31,Floyd County,English: Reading,Economically Disadvantaged,69,72,72, 
Div,31,Floyd County,English: Writing,Economically Disadvantaged,59,62,55, 
Div,31,Floyd County,History and Social Sciences,Economically Disadvantaged,75,78,83, 
Div,31,Floyd County,Mathematics,Economically Disadvantaged,76,76,69, 
Div,31,Floyd County,Science,Economically Disadvantaged,74,69,73, 
Div,31,Floyd County,English: Reading,English Learners,41,43,57, 
Div,31,Floyd County,English: Writing,English Learners,<,55,<, 
Div,31,Floyd County,History and Social Sciences,English Learners,62,58,68, 
Div,31,Floyd County,Mathematics,English Learners,66,66,69, 
Div,31,Floyd County,Science,English Learners,67,52,39, 
Div,31,Floyd County,English: Reading,Female,85,86,84, 
Div,31,Floyd County,English: Writing,Female,83,84,79, 
Div,31,Floyd County,History and Social Sciences,Female,83,85,89, 
Div,31,Floyd County,Mathematics,Female,86,87,80, 
Div,31,Floyd County,Science,Female,82,81,82, 
Div,31,Floyd County,English: Reading,Hispanic,63,57,57, 
Div,31,Floyd County,English: Writing,Hispanic,64,67,<, 
Div,31,Floyd County,History and Social Sciences,Hispanic,79,83,75, 
Div,31,Floyd County,Mathematics,Hispanic,69,69,69, 
Div,31,Floyd County,Science,Hispanic,75,59,48, 
Div,31,Floyd County,English: Reading,Male,74,74,73, 
Div,31,Floyd County,English: Writing,Male,63,63,54, 
Div,31,Floyd County,History and Social Sciences,Male,81,82,89, 
Div,31,Floyd County,Mathematics,Male,78,79,73, 
Div,31,Floyd County,Science,Male,79,74,77, 
Div,31,Floyd County,English: Reading,Students with Disabilities,43,43,39, 
Div,31,Floyd County,English: Writing,Students with Disabilities,32,47,12, 
Div,31,Floyd County,History and Social Sciences,Students with Disabilities,46,51,54, 
Div,31,Floyd County,Mathematics,Students with Disabilities,50,51,37, 
Div,31,Floyd County,Science,Students with Disabilities,49,41,38, 
Div,31,Floyd County,English: Reading,White,81,81,80, 
Div,31,Floyd County,English: Writing,White,73,75,66, 
Div,31,Floyd County,History and Social Sciences,White,82,83,90, 
Div,31,Floyd County,Mathematics,White,83,83,78, 
Div,31,Floyd County,Science,White,81,79,81, 
Div,32,Fluvanna County,English: Reading,All Students,81,79,80, 
Div,32,Fluvanna County,English: Writing,All Students,81,78,75, 
Div,32,Fluvanna County,History and Social Sciences,All Students,88,84,83, 
Div,32,Fluvanna County,Mathematics,All Students,83,80,81, 
Div,32,Fluvanna County,Science,All Students,88,86,85, 
Div,32,Fluvanna County,English: Reading,Asian,85,<,<, 
Div,32,Fluvanna County,English: Writing,Asian,<,<,<, 
Div,32,Fluvanna County,History and Social Sciences,Asian,80,<,90, 
Div,32,Fluvanna County,Mathematics,Asian,85,100,<, 
Div,32,Fluvanna County,Science,Asian,<,<,<, 
Div,32,Fluvanna County,English: Reading,Black,67,65,64, 
Div,32,Fluvanna County,English: Writing,Black,68,66,59, 
Div,32,Fluvanna County,History and Social Sciences,Black,74,69,66, 
Div,32,Fluvanna County,Mathematics,Black,71,68,63, 
Div,32,Fluvanna County,Science,Black,75,71,68, 
Div,32,Fluvanna County,English: Reading,Economically Disadvantaged,68,63,67, 
Div,32,Fluvanna County,English: Writing,Economically Disadvantaged,73,64,61, 
